productid,avg_rating
B000C1Z19M,4.3
B001PDDEVS,3.0
B00280M12A,4.909090909090909
B0003009NK,4.421052631578948
B0007W1E1U,5.0
B0016L2406,4.5
B0009YDO32,4.4
B001T8OD64,1.0
B0019LS0R4,5.0
B0024JZMAI,3.0
B000052ZBD,4.285714285714286
B0016BFOVM,4.0
B0036W800G,4.222222222222222
B000BIGOVK,5.0
B000NN1XF0,4.666666666666667
B001KYWAUS,2.0
B001HBHLF8,4.473684210526316
B003156NMU,5.0
B002YDUROU,5.0
B000N6OONA,3.0
B000WKWA6K,4.0
B0015X8FFS,4.5
B0002Z8XDO,5.0
B00149UFYW,4.0
B0017R7TYK,5.0
B0018QQ0YA,5.0
B001AFIQAK,4.75
B001D3Q124,4.666666666666667
B000VUX196,1.0
B000WCSH7O,4.0
B0019JF0Q0,4.6
B000IG329W,5.0
B000ZBW44Y,2.6666666666666665
B000C1VWTA,4.714285714285714
B002K8MK0I,4.1
B001G7PLBY,4.666666666666667
B001KYWBEI,4.5
B002BE019I,5.0
B001BGBUYW,4.25
B0007X74MC,5.0
B000BARTW6,5.0
B002W5VUEG,5.0
B0034DKKWS,5.0
B000GCXUQI,5.0
B000O58QAW,3.9166666666666665
B0021MLVA8,4.0
B000GX8UI0,5.0
B000ROMGSI,1.0
B0035UZLSI,1.0
B000NLS1MK,5.0
B000FKLDY2,5.0
B001JI6HF4,5.0
B002BTSTKG,5.0
B0036Q8QKQ,5.0
B000TBZJOM,4.75
B000VV3WJY,3.0
B0016LGA92,5.0
B0028C8DHA,3.0
B0030H2JZ4,5.0
B000BGRC5E,5.0
B000O90TJ4,5.0
B000VSDKIK,5.0
B0009OAGT2,2.5
B002D4KCPY,4.666666666666667
B001FWXJZK,5.0
B001SSPJG8,4.0
B0009BH7RO,5.0
B000C1VXI0,2.5
B000143SV8,5.0
B000ULPD7Y,4.0
B000WY3AGA,5.0
B00021DDCE,5.0
B001B62QJ0,5.0
B0026HG26Q,3.6
B002WVE9W0,4.5
B000VOLO78,5.0
B000C1Z7S2,4.857142857142857
B002BALCSQ,5.0
B000VYWS6Y,4.0
B000ORV0K8,5.0
B001AXIWGA,4.333333333333333
B00014DU6G,3.8
B001C4UCC4,2.5
B000OUONM2,5.0
B00186NJ1M,5.0
B000URVDIQ,3.0
B002QANC2A,3.880952380952381
B0031O5QF6,4.875
B00290G0LW,3.2
B002VA4FXU,4.166666666666667
B000NPNPZ4,5.0
B000Z4NDLO,4.5
B0013N9U86,4.375
B001TJWRKM,4.5
B00005CDSS,1.0
B000G1JTNC,4.0
B000NH6B3K,5.0
B001KYQAG8,5.0
B002JTPVOU,5.0
B002C1JEPM,4.0
B000N0OSAU,2.7142857142857144
B002BWYROA,5.0
B002RL8IUE,3.857142857142857
B000C1VYC0,4.5
B001COV78C,2.1666666666666665
B0016JP1WG,5.0
B001E121RE,4.6
B002RS6J4E,4.4
B000052YQN,3.3333333333333335
B002RL8IYA,3.25
B001280H2K,4.5
B002UL8S92,4.0
B000HLRP7S,3.888888888888889
B001S48HLG,3.2857142857142856
B0007CXXGO,4.5
B002GQ3FA8,4.666666666666667
B000NT494G,5.0
B001ELTPUU,4.454545454545454
B0007Z8QVI,5.0
B002ZG8DEM,5.0
B000EMBK3A,3.2857142857142856
B0017JR452,5.0
B001U35NM6,5.0
B000ROC480,2.0
B000VHAA84,3.0
B000XEAZ1W,5.0
B001ET77SE,4.0
B002TYBGUS,5.0
B003H1HCIM,3.8333333333333335
B0006PKIOC,4.0
B001UOSAQ6,4.75
B002L6PXNA,2.727272727272727
B0017BF74U,5.0
B002K8W58K,4.5
B000B5NEMU,4.333333333333333
B00176WUFO,5.0
B002HDSPYG,4.5
B001E720DI,5.0
B0039Z6WDW,4.0
B000Q38094,5.0
B001ET77TI,5.0
B001FB5IFU,5.0
B002RD36T0,5.0
B000ZMBLYM,2.5
B0018AE3U4,5.0
B000C214D8,3.75
B000C21B54,3.6666666666666665
B000P22TBG,4.0
B000JILVUQ,1.0
B000NCTX3K,5.0
B000RPLKNE,2.0
B00014FSH0,5.0
B00099Z2OQ,4.090909090909091
B002Z5UWQA,5.0
B003F8EVLS,5.0
B001OOLOVK,5.0
B002J6VMPA,4.5
B0019FH058,5.0
B00022WA8Q,5.0
B003552FBO,5.0
B0000534VO,4.666666666666667
B0030MNC4Q,5.0
B000MX4Z3S,5.0
B003A8MDMM,5.0
B002BWOXW6,2.0
B00061MPI8,5.0
B000Q65S8W,1.0
B000ICV8XI,4.0
B001GL4BPW,5.0
B000MVP37C,5.0
B001UO227Y,3.8
B001L56DS6,5.0
B002TTRKJO,2.0
B000GCIBY4,1.2
B0032K5LI6,5.0
B0029F2WAU,5.0
B000C2141A,4.5
B000EGMBTS,5.0
B002T71IL2,3.225
B0001XQNQQ,3.0
B000U6CS4K,4.2
B000C1Z63I,4.363636363636363
B001MA5VUQ,4.4
B0013OFRUK,3.8846153846153846
B000RY6ZXU,4.333333333333333
B000Y8X0LE,4.25
B001JQLNP0,3.0
B002QA1VDW,4.3
B000BNUYCK,1.0
B00169DHNQ,5.0
B002CT83JM,5.0
B00012C0IC,4.375
B000PQDKU6,4.0625
B00273WBXC,4.333333333333333
B000P20R4W,4.5
B000VEWF2Q,4.111111111111111
B0000YV6YK,4.5
B000NWA12M,3.6666666666666665
B00186WPJE,4.75
B000VYDD5E,4.0
B000A2RRHW,2.0
B000O2T3DY,5.0
B0013EAEQC,2.5
B002D48QVQ,5.0
B00067WRC6,5.0
B00005CDRY,3.8
B000X7ST9Y,5.0
B001G0UC1A,3.5454545454545454
B000GXGROY,4.833333333333333
B00152ZY9O,3.0
B000KOWDBA,5.0
B001ET73T2,4.5
B000EMDK4M,4.0
B001E96MMQ,4.5
B000Y4357C,3.0
B0026I2WNW,4.5
B000U0XGME,4.4
B001JJMQ76,1.0
B002XITYG8,5.0
B0007ZRQUA,3.0
B000JL3OYE,5.0
B0032GZ59A,2.0
B000O3MHW2,3.5
B000SEKSKU,5.0
B0019M0YUY,2.3333333333333335
B001KNULVE,2.0
B001PAQHCO,4.666666666666667
B0020MMARM,5.0
B003B6LH2A,5.0
B0012HPI6Q,3.0
B000CNUAVY,3.6666666666666665
B000H3I3Y0,4.166666666666667
B002CMLSTG,3.6666666666666665
B002HEW8FC,2.6666666666666665
B002QLF7V8,2.0
B001CL4O9O,3.6666666666666665
B002DLZ0NQ,4.0
B000PBM6AG,5.0
B00163MX8C,4.5
B000C1ZBYC,5.0
B001CS6BIY,3.8333333333333335
B001N5Q5AU,5.0
B002AWL68G,2.3333333333333335
B0035CRAOO,5.0
B0002SEHKO,4.6
B000IOBY0I,4.0
B000F8JJ8G,1.0
B003DJ83IG,3.0
B002XHJI9W,4.125
B0013OXGNU,3.9
B0006OU078,4.2727272727272725
B000GRB3SA,3.8
B0014LXXTY,5.0
B001B4SEY8,4.6
B0036CY9ZQ,4.0
B003C22ELQ,2.0
B003CGYK7S,5.0
B0002YFQ6W,4.541666666666667
B000GHVD44,5.0
B000H5HY7A,4.0
B000VZJ028,5.0
B0017L4CVO,3.2
B001ET7BDK,4.444444444444445
B000ULRBSI,4.2
B002F0F666,1.0
B001CT09W2,5.0
B0034E702U,4.5
B000E7UDK6,4.333333333333333
B000WUJQNU,5.0
B0018NKN2S,5.0
B002POYGT0,4.0
B000XE247K,4.0
B001LF4DOW,4.0
B002OJ7DQ4,4.0
B000H3EPY2,5.0
B001ECTZNG,3.0
B001F51V3E,4.0
B00097AKEK,4.166666666666667
B000GRYX0A,5.0
B0013FFVZK,4.5
B002FQKKBQ,4.24
B000V2ZX4A,5.0
B001VGOREW,4.0
B002NGMEUS,4.1
B002QDLA6W,5.0
B0032EXQYI,4.0
B003D2X6DU,3.0
B00152W46A,4.6
B0009OMNUW,1.0
B002HG9S3A,5.0
B0017JA4FE,2.0
B00152TXAK,4.0
B001DXH5NS,5.0
B000GFCRGO,3.6363636363636362
B000NOMDTY,5.0
B001AKJZQY,4.5
B002LL78VA,5.0
B000Y8RMWC,4.0
B0013WI0EC,5.0
B001G7PIXU,5.0
B000K7O5N6,5.0
B00147QL4W,4.333333333333333
B002VIFYYQ,5.0
B001ET7KJ0,4.75
B001G7PLZ0,4.75
B0017OP2TC,5.0
B001JKTB5A,4.0
B000AV1E8G,4.2
B0027UUDFS,4.333333333333333
B001FWXI9C,5.0
B000VICKKO,3.3333333333333335
B000MUZA2Q,3.0
B002WGHIXM,3.0
B000KOM3JC,5.0
